Age,Gender,MaritalStatus,Education,EducationField,JobRole,Department,BusinessTravel,MonthlyIncome,DistanceFromHome,JobSatisfaction,JobInvolvement,RelationshipSatisfaction,PerformanceRating,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Churn
46,Female,Divorced,Bachelor,Technical Degree,Sales Executive,Sales,Travel_Rarely,13225,3,Low,Very High,Very High,Excellent,19,17,2,8,No
27,Female,Married,Below College,Medical,Sales Representative,Sales,Travel_Rarely,3540,23,High,Medium,Very High,Outstanding,9,8,5,8,No
29,Male,Married,Below College,Medical,Human Resources,Human Resources,Travel_Rarely,2804,6,Medium,Medium,Very High,Excellent,1,0,0,0,No
43,Female,Married,Bachelor,Medical,Manager,Research & Development,Travel_Rarely,19392,6,High,Medium,Very High,Excellent,16,12,6,14,No
48,Male,Married,Bachelor,Life Sciences,Research Director,Research & Development,Travel_Rarely,19665,10,Medium,Medium,Very High,Excellent,22,10,12,9,No
29,Male,Single,College,Life Sciences,Research Scientist,Research & Development,Travel_Frequently,2439,24,Very High,Medium,Medium,Outstanding,1,0,1,0,Yes
46,Female,Married,Bachelor,Life Sciences,Sales Executive,Sales,Travel_Rarely,7314,10,Medium,High,High,Outstanding,8,7,0,7,Yes
27,Female,Married,Bachelor,Life Sciences,Research Scientist,Research & Development,Travel_Frequently,4774,15,Low,Medium,Very High,Excellent,7,6,7,3,No
39,Male,Divorced,Master,Other,Research Scientist,Research & Development,Travel_Rarely,3902,19,Very High,High,Medium,Excellent,2,2,2,2,No
55,Male,Married,Master,Technical Degree,Research Scientist,Research & Development,Travel_Rarely,2662,2,Very High,Medium,Medium,Outstanding,5,2,0,4,No
28,Female,Married,Bachelor,Medical,Sales Representative,Sales,Travel_Rarely,2856,3,Medium,High,Very High,Excellent,1,0,0,0,No
30,Male,Single,Bachelor,Medical,Sales Representative,Sales,Travel_Rarely,1081,9,Very High,High,High,Excellent,1,0,0,0,Yes
22,Male,Single,Below College,Life Sciences,Research Scientist,Research & Development,Travel_Rarely,2472,7,Medium,High,Low,Outstanding,1,0,0,0,Yes
36,Female,Married,Master,Technical Degree,Sales Executive,Sales,Travel_Rarely,5673,10,High,Medium,Low,Excellent,10,9,1,7,No
31,Male,Divorced,Bachelor,Life Sciences,Laboratory Technician,Research & Development,Travel_Rarely,4197,20,High,High,Low,Excellent,10,8,0,2,No
34,Male,Married,Bachelor,Life Sciences,Sales Executive,Sales,Travel_Rarely,9713,4,Very High,High,Very High,Excellent,5,3,1,0,No
29,Male,Single,Bachelor,Life Sciences,Laboratory Technician,Research & Development,Travel_Rarely,2062,7,Low,High,Medium,Excellent,3,2,1,2,No
37,Male,Married,Master,Medical,Research Scientist,Research & Development,Travel_Rarely,4284,7,Low,High,High,Outstanding,5,3,0,4,No
35,Female,Married,College,Other,Manufacturing Director,Research & Development,Travel_Rarely,4788,16,Medium,Medium,Very High,Excellent,3,2,0,2,No
45,Female,Married,College,Life Sciences,Manufacturing Director,Research & Development,Travel_Rarely,5906,25,Very High,Medium,Very High,Excellent,9,8,3,8,No
36,Male,Single,Below College,Human Resources,Human Resources,Human Resources,Travel_Frequently,3886,2,Very High,Medium,Very High,Outstanding,10,1,0,8,No
40,Male,Divorced,Master,Life Sciences,Manager,Research & Development,Travel_Rarely,16823,1,Low,High,Low,Excellent,19,7,11,16,No
26,Female,Married,College,Life Sciences,Research Scientist,Research & Development,Travel_Rarely,2933,1,High,Medium,High,Excellent,1,0,1,0,No
27,Female,Single,College,Medical,Sales Executive,Sales,Travel_Rarely,6500,2,High,Very High,Medium,Excellent,8,7,0,7,No
48,Female,Divorced,Bachelor,Medical,Manager,Research & Development,Travel_Frequently,17174,22,Very High,High,Medium,Excellent,22,17,4,7,No
44,Male,Married,Master,Life Sciences,Healthcare Representative,Research & Development,Travel_Rarely,5033,1,Low,Very High,Very High,Excellent,2,0,2,2,No
34,Male,Married,Master,Technical Degree,Research Scientist,Research & Development,Non-Travel,2307,16,Low,Low,Medium,Outstanding,5,2,3,0,Yes
56,Male,Single,College,Life Sciences,Laboratory Technician,Research & Development,Travel_Rarely,2587,24,Very High,High,Very High,Excellent,4,2,1,0,Yes
36,Male,Married,College,Marketing,Sales Executive,Sales,Travel_Rarely,5507,17,Medium,Medium,High,Excellent,4,2,1,3,No
41,Female,Married,Bachelor,Marketing,Sales Executive,Sales,Travel_Rarely,4393,8,Medium,High,High,Outstanding,5,4,1,4,No
42,Male,Married,Bachelor,Medical,Research Director,Research & Development,Travel_Rarely,13348,6,Low,High,Medium,Excellent,13,7,5,7,No
31,Female,Divorced,College,Medical,Sales Executive,Sales,Travel_Rarely,6583,10,Very High,High,Very High,Excellent,5,2,1,4,No
34,Female,Married,Below College,Medical,Sales Executive,Sales,Travel_Rarely,8103,3,Very High,Medium,High,Excellent,4,2,0,1,No
31,Female,Divorced,Bachelor,Medical,Laboratory Technician,Research & Development,Travel_Rarely,3978,4,High,Very High,Medium,Excellent,2,2,2,2,No
26,Male,Married,Bachelor,Other,Laboratory Technician,Research & Development,Travel_Frequently,2544,6,Very High,Very High,Low,Excellent,7,7,7,7,No
45,Male,Single,Master,Medical,Healthcare Representative,Research & Development,Travel_Frequently,5399,1,High,High,High,Excellent,4,2,0,3,No
33,Male,Single,Master,Marketing,Sales Executive,Sales,Travel_Rarely,5487,10,High,High,Medium,Excellent,10,4,0,9,No
28,Male,Married,College,Life Sciences,Sales Executive,Sales,Travel_Frequently,6834,1,Very High,Medium,High,Excellent,7,7,0,7,No
29,Male,Single,Bachelor,Technical Degree,Sales Representative,Sales,Travel_Frequently,1091,24,Low,Very High,Very High,Excellent,1,0,0,0,Yes
39,Female,Married,Master,Life Sciences,Sales Executive,Sales,Non-Travel,5736,21,High,Low,High,Excellent,3,2,1,2,No
27,Male,Married,Master,Technical Degree,Research Scientist,Research & Development,Travel_Rarely,2226,2,Medium,High,High,Excellent,5,3,1,2,No
34,Male,Married,Master,Other,Research Scientist,Research & Development,Travel_Frequently,5747,22,Very High,Medium,Medium,Excellent,15,10,6,11,No
28,Female,Single,College,Marketing,Sales Executive,Sales,Travel_Rarely,9854,13,High,High,Very High,Excellent,2,0,2,2,Yes
47,Male,Married,Master,Technical Degree,Research Scientist,Research & Development,Non-Travel,5467,14,Medium,High,High,Excellent,8,7,1,7,No
56,Female,Married,Doctor,Marketing,Sales Executive,Sales,Travel_Rarely,5380,11,Low,Medium,High,Excellent,0,0,0,0,No
39,Male,Married,College,Medical,Manufacturing Director,Research & Development,Travel_Rarely,5151,9,Low,High,Very High,Outstanding,10,0,7,9,No
38,Female,Divorced,Bachelor,Medical,Research Scientist,Research & Development,Travel_Frequently,2133,8,Medium,Medium,High,Excellent,20,11,0,7,No
58,Female,Married,Bachelor,Life Sciences,Manager,Sales,Travel_Rarely,17875,21,Very High,High,High,Excellent,1,0,0,0,No
32,Female,Single,College,Life Sciences,Research Scientist,Research & Development,Travel_Frequently,2432,5,High,Very High,Low,Excellent,4,1,0,3,Yes
38,Male,Divorced,College,Life Sciences,Research Scientist,Research & Development,Travel_Rarely,4771,9,Very High,High,Very High,Excellent,5,2,0,3,No
49,Male,Married,Below College,Life Sciences,Research Director,Research & Development,Travel_Frequently,19161,2,Very High,High,Very High,Excellent,5,4,4,3,No
42,Male,Divorced,Master,Marketing,Sales Executive,Sales,Travel_Rarely,5087,12,Very High,High,High,Excellent,0,0,0,0,No
27,Female,Married,Bachelor,Human Resources,Human Resources,Human Resources,Travel_Frequently,2863,22,Medium,Medium,Low,Excellent,1,0,0,0,Yes
35,Male,Married,Master,Medical,Sales Executive,Sales,Travel_Rarely,5561,18,Low,High,Very High,Excellent,5,3,0,4,No
28,Male,Single,Bachelor,Medical,Research Scientist,Research & Development,Non-Travel,2144,16,High,High,High,Excellent,5,3,1,4,No
31,Male,Divorced,College,Medical,Research Scientist,Research & Development,Non-Travel,3065,3,Low,High,Very High,Excellent,4,2,2,3,No
36,Male,Married,Master,Life Sciences,Laboratory Technician,Research & Development,Non-Travel,2810,9,Medium,Very High,Medium,Outstanding,5,4,0,2,No
34,Male,Single,Bachelor,Marketing,Sales Executive,Sales,Travel_Rarely,9888,1,Very High,High,Low,Outstanding,14,8,2,1,No
34,Male,Divorced,Master,Medical,Sales Executive,Sales,Travel_Rarely,8628,13,High,High,High,Excellent,8,7,1,1,No
26,Male,Single,Bachelor,Medical,Laboratory Technician,Research & Development,Travel_Rarely,2867,1,Low,High,Very High,Excellent,7,7,7,6,No
29,Male,Married,Bachelor,Life Sciences,Healthcare Representative,Research & Development,Travel_Rarely,5373,1,Low,High,Low,Excellent,5,3,0,2,No
32,Female,Divorced,Master,Medical,Healthcare Representative,Research & Development,Non-Travel,6667,15,Very High,High,Medium,Excellent,5,1,1,2,No
31,Male,Married,Bachelor,Life Sciences,Research Scientist,Research & Development,Travel_Frequently,5003,1,Low,Low,Medium,Outstanding,10,8,8,7,No
28,Male,Divorced,Bachelor,Technical Degree,Laboratory Technician,Research & Development,Travel_Rarely,2367,17,Very High,Medium,Low,Excellent,4,1,0,3,Yes
38,Male,Single,Bachelor,Life Sciences,Sales Representative,Sales,Travel_Rarely,2858,1,Low,Medium,Low,Excellent,1,0,0,0,No
35,Female,Married,Master,Life Sciences,Sales Executive,Sales,Travel_Rarely,5204,7,Very High,High,Very High,Excellent,10,8,0,9,No
27,Male,Single,Bachelor,Marketing,Sales Executive,Sales,Travel_Rarely,4105,9,Very High,High,Low,Excellent,7,7,0,7,No
32,Male,Single,Master,Life Sciences,Manufacturing Director,Research & Development,Travel_Rarely,9679,5,Very High,Medium,Medium,Outstanding,1,0,0,0,No
31,Male,Married,Master,Marketing,Sales Executive,Sales,Travel_Frequently,5617,26,Very High,High,High,Excellent,10,7,0,8,Yes
53,Male,Single,Master,Life Sciences,Sales Executive,Sales,Travel_Rarely,10448,24,Low,High,Medium,Excellent,2,2,2,2,Yes
54,Female,Married,College,Life Sciences,Research Scientist,Research & Development,Travel_Rarely,2897,9,High,High,High,Excellent,4,3,2,3,No
33,Male,Divorced,College,Life Sciences,Healthcare Representative,Research & Development,Travel_Frequently,5968,7,High,High,High,Outstanding,9,7,2,8,No
43,Male,Married,Bachelor,Life Sciences,Healthcare Representative,Research & Development,Travel_Rarely,7510,11,High,High,Medium,Excellent,10,9,0,9,No
38,Male,Married,Master,Other,Human Resources,Human Resources,Travel_Frequently,2991,1,Medium,High,Medium,Excellent,6,2,1,2,No
55,Male,Married,Master,Human Resources,Manager,Human Resources,Travel_Rarely,19636,26,Medium,Very High,Low,Excellent,10,9,1,4,No
31,Female,Divorced,Below College,Medical,Laboratory Technician,Research & Development,Travel_Rarely,1129,2,Very High,Low,High,Excellent,1,0,0,0,No
39,Male,Single,Master,Marketing,Sales Executive,Sales,Travel_Rarely,13341,15,Low,High,Low,Excellent,20,8,11,10,No
42,Male,Single,College,Life Sciences,Research Scientist,Research & Development,Non-Travel,4332,23,High,Medium,Very High,Excellent,20,9,3,7,No
31,Female,Married,Bachelor,Medical,Research Director,Research & Development,Non-Travel,11031,10,High,High,High,Outstanding,11,7,4,8,No
54,Female,Single,Bachelor,Medical,Manufacturing Director,Research & Development,Travel_Rarely,4440,10,Low,High,Very High,Excellent,5,2,1,4,No
24,Male,Single,College,Life Sciences,Healthcare Representative,Research & Development,Travel_Rarely,4617,1,High,Medium,Medium,Excellent,4,3,1,2,No
23,Male,Single,College,Other,Laboratory Technician,Research & Development,Travel_Rarely,2647,12,Very High,High,High,Excellent,5,2,1,4,No
40,Female,Married,Bachelor,Technical Degree,Laboratory Technician,Research & Development,Travel_Frequently,6323,11,High,High,Low,Excellent,10,9,9,4,No
40,Female,Married,College,Marketing,Sales Executive,Sales,Travel_Rarely,5677,2,Medium,High,High,Excellent,11,8,5,10,No
25,Female,Married,Bachelor,Human Resources,Human Resources,Human Resources,Travel_Rarely,2187,2,Medium,High,High,Excellent,2,0,1,2,No
30,Male,Married,College,Medical,Laboratory Technician,Research & Development,Travel_Rarely,3748,1,Medium,High,High,Excellent,12,8,1,7,No
25,Male,Divorced,Below College,Other,Laboratory Technician,Research & Development,Travel_Rarely,3977,2,High,High,High,Excellent,2,2,0,2,No
47,Male,Single,Bachelor,Medical,Healthcare Representative,Research & Development,Travel_Rarely,8633,25,High,High,Medium,Outstanding,17,14,12,11,No
33,Male,Divorced,College,Medical,Laboratory Technician,Research & Development,Non-Travel,2008,1,High,Medium,High,Excellent,1,1,0,0,No
38,Male,Married,Master,Life Sciences,Sales Executive,Sales,Travel_Rarely,4440,1,Medium,High,Low,Excellent,15,13,5,8,No
31,Male,Married,College,Life Sciences,Sales Representative,Sales,Travel_Rarely,3067,2,High,High,High,Excellent,2,2,1,2,No
38,Male,Married,Master,Life Sciences,Manufacturing Director,Research & Development,Travel_Frequently,5321,6,High,Medium,Very High,Excellent,8,3,7,7,No
42,Male,Divorced,Master,Life Sciences,Research Scientist,Research & Development,Travel_Rarely,5410,18,Low,High,High,Excellent,4,3,1,2,No
41,Male,Married,Bachelor,Life Sciences,Research Scientist,Research & Development,Travel_Rarely,2782,1,Very High,High,Low,Outstanding,5,3,1,0,No
47,Female,Married,Below College,Medical,Research Director,Research & Development,Non-Travel,11957,1,Medium,High,Low,Excellent,13,8,5,12,No
35,Male,Married,Master,Medical,Laboratory Technician,Research & Development,Travel_Rarely,2660,11,High,High,High,Excellent,2,2,2,2,No
22,Male,Single,College,Life Sciences,Research Scientist,Research & Development,Travel_Rarely,3375,1,High,High,Very High,Excellent,3,2,1,2,No
35,Male,Single,Master,Medical,Research Scientist,Research & Development,Travel_Rarely,5098,9,High,High,Medium,Excellent,10,7,0,8,No
33,Female,Married,College,Medical,Healthcare Representative,Research & Development,Travel_Rarely,4878,15,Very High,High,Low,Excellent,9,7,8,1,No
32,Female,Single,Master,Life Sciences,Laboratory Technician,Research & Development,Travel_Rarely,2837,29,Medium,Medium,High,Excellent,6,2,4,1,No
40,Male,Married,Master,Life Sciences,Laboratory Technician,Research & Development,Travel_Rarely,2406,1,Very High,High,High,Excellent,1,0,0,0,No
32,Male,Married,Master,Medical,Sales Representative,Sales,Travel_Rarely,2269,1,Medium,Medium,Medium,Excellent,2,2,2,2,No
39,Male,Single,Below College,Life Sciences,Research Scientist,Research & Development,Travel_Rarely,4108,24,Very High,High,Low,Excellent,7,7,1,7,No
38,Female,Married,Bachelor,Medical,Research Director,Research & Development,Travel_Rarely,13206,10,High,Low,Low,Excellent,18,16,1,11,No
32,Female,Married,Master,Marketing,Sales Executive,Sales,Travel_Rarely,10422,1,Very High,High,High,Excellent,14,10,5,7,No
37,Female,Married,Bachelor,Life Sciences,Research Director,Research & Development,Travel_Rarely,13744,10,Very High,Very High,Low,Outstanding,16,11,6,8,No
25,Female,Divorced,College,Other,Sales Executive,Sales,Travel_Rarely,4907,8,High,High,Medium,Outstanding,5,3,0,4,No
52,Male,Divorced,Master,Life Sciences,Sales Representative,Sales,Non-Travel,3482,29,Very High,High,Medium,Excellent,9,8,0,0,No
44,Male,Single,Bachelor,Medical,Research Scientist,Research & Development,Travel_Rarely,2436,1,Very High,High,High,Excellent,4,3,1,2,No
21,Male,Single,Below College,Medical,Sales Representative,Sales,Travel_Rarely,2380,5,Low,High,Very High,Excellent,2,2,1,2,No
39,Male,Single,Bachelor,Life Sciences,Manager,Research & Development,Non-Travel,19431,9,Very High,High,High,Excellent,6,0,1,3,No
23,Male,Married,Bachelor,Marketing,Sales Representative,Sales,Travel_Frequently,1790,9,Low,High,Low,Excellent,1,0,1,0,Yes
36,Female,Married,Bachelor,Medical,Sales Executive,Sales,Travel_Rarely,7644,3,Very High,Medium,High,Excellent,9,7,3,4,No
36,Female,Divorced,College,Life Sciences,Manufacturing Director,Research & Development,Travel_Frequently,5131,4,Medium,High,Medium,Excellent,4,2,0,2,No
56,Male,Divorced,Master,Life Sciences,Healthcare Representative,Research & Development,Non-Travel,6306,1,High,High,Low,Outstanding,13,12,1,9,No
29,Male,Married,Master,Medical,Research Scientist,Research & Development,Travel_Rarely,4787,1,Very High,High,Medium,Excellent,2,2,2,2,Yes
42,Male,Married,Bachelor,Life Sciences,Manager,Research & Development,Travel_Rarely,18880,2,High,High,Low,Excellent,22,6,4,14,No
56,Male,Married,College,Technical Degree,Laboratory Technician,Research & Development,Travel_Rarely,2339,7,High,High,Very High,Excellent,10,9,9,8,Yes
41,Female,Married,Master,Life Sciences,Manufacturing Director,Research & Development,Travel_Rarely,13570,28,Medium,Medium,High,Outstanding,20,7,0,10,No
34,Female,Married,Bachelor,Marketing,Sales Executive,Sales,Travel_Rarely,6712,28,High,Medium,Very High,Outstanding,8,7,1,7,No
36,Male,Divorced,Master,Marketing,Sales Executive,Sales,Non-Travel,5406,15,Very High,Low,Low,Outstanding,15,12,11,11,No
41,Male,Divorced,Bachelor,Life Sciences,Sales Executive,Sales,Travel_Rarely,8938,3,Medium,Medium,High,Excellent,5,4,0,4,No
32,Male,Single,Bachelor,Technical Degree,Research Scientist,Research & Development,Travel_Rarely,2439,2,Low,High,Very High,Excellent,4,2,1,2,No
35,Female,Single,Master,Life Sciences,Human Resources,Human Resources,Travel_Rarely,8837,26,Very High,High,High,Excellent,9,0,1,7,No
38,Female,Married,College,Life Sciences,Sales Executive,Sales,Travel_Rarely,5343,10,Very High,High,High,Excellent,10,7,1,9,No
50,Male,Divorced,Master,Life Sciences,Sales Executive,Sales,Travel_Frequently,6728,1,High,High,Very High,Excellent,6,3,0,1,Yes
36,Female,Married,Master,Marketing,Sales Executive,Sales,Travel_Rarely,6652,11,Very High,Medium,Low,Excellent,6,3,0,0,No
45,Female,Single,Bachelor,Life Sciences,Sales Executive,Sales,Travel_Rarely,4850,20,High,High,High,Excellent,5,3,0,1,No
40,Male,Single,Master,Life Sciences,Research Scientist,Research & Development,Travel_Rarely,2809,2,High,Medium,Very High,Excellent,2,2,2,2,No
35,Male,Married,Master,Life Sciences,Healthcare Representative,Research & Development,Travel_Frequently,5689,18,High,High,Very High,Excellent,10,2,0,2,No
40,Female,Married,Master,Medical,Research Scientist,Research & Development,Travel_Rarely,2001,2,High,High,Medium,Excellent,5,3,0,2,No
35,Female,Married,Master,Life Sciences,Research Scientist,Research & Development,Travel_Rarely,2977,1,Very High,Low,Very High,Excellent,4,3,1,1,No
